hovedperson,ektefelleEllerPartner,sivilstand,erGjeldende,sivilstandsdato,myndighet
11864796224,02814996355,GIFT,True,1978-12-26,None
11870749920,20890949631,GIFT,True,1938-01-02,None
11881249369,09811349442,GIFT,True,1976-02-05,None
11881249954,08841549687,GIFT,True,1960-07-24,None
11881647917,03901948002,GIFT,True,1950-04-18,None
11891048795,07830848899,GIFT,True,1980-09-27,None
11900849798,13850749080,GIFT,True,1982-08-22,None
11903247918,11883549297,GIFT,True,1986-12-22,None
11905499264,04885498146,GIFT,True,1992-08-25,None
11906096686,12895798191,GIFT,True,2012-10-14,None
11908798912,25828699078,GIFT,True,2009-01-19,None
11916996391,16856995848,GIFT,True,1992-03-30,None
11918297962,19928498851,GIFT,True,2017-07-30,None
12812946275,08822749152,GIFT,True,1972-01-07,None
12820049207,02840049992,GIFT,True,1997-01-29,None
12820249753,06900449648,GIFT,True,1948-09-15,None
12823247999,07823449008,SEPARERT,True,2021-11-17,STATSFORVALTEREN
12823247999,07823449008,GIFT,False,2021-10-27,DEN_NORSKE_KIRKE
12823949845,03923749739,GIFT,True,2007-03-18,None
12844099485,05863849901,GIFT,True,2017-07-06,None
12846398943,16826499633,GIFT,True,2012-04-11,None
12847899830,30847697942,GIFT,True,2019-10-02,None
12850146665,28910349394,GIFT,True,1959-12-22,None
12856897115,11816799459,GIFT,True,1990-08-15,None
12859497207,30849398144,GIFT,True,2019-05-24,None
12869497620,07839297704,GIFT,True,2015-04-07,None
12883648534,14923849417,GIFT,True,2006-07-06,None
12895798191,11906096686,GIFT,True,2012-10-14,None
12905595979,01855498088,GIFT,True,1977-02-26,None
12908498656,06908598995,GIFT,True,2011-07-17,None
12913449566,01913249271,GIFT,True,2006-09-19,None
12915999873,16915698135,GIFT,True,1981-06-06,None
12917898268,25848097112,GIFT,True,2011-02-12,None
12920449733,16890449852,GIFT,True,1953-05-05,None
13819297597,14829596009,GIFT,True,2014-03-04,None
13820649766,15840949262,GIFT,True,1972-06-22,None
13821649956,03921949633,GIFT,True,1989-08-03,None
13834497144,23914597447,GIFT,True,1981-02-08,None
13836498075,03896197117,GIFT,True,2019-01-28,None
13850749080,11900849798,GIFT,True,1982-08-22,None
13854997461,17915098592,GIFT,True,2001-09-10,None
13864698888,30914698568,GIFT,True,1996-03-05,None
13867296969,29847196872,GIFT,True,1991-12-02,None
13868299015,02818597188,GIFT,True,2012-07-23,None
13869499085,04909298992,GIFT,True,2014-10-11,None
13870749060,16910949350,GIFT,True,1936-04-17,None
13872049414,26901748534,GIFT,True,1992-04-05,None
13874198530,20874598659,GIFT,True,2005-04-16,None
13876797032,03837095173,GIFT,True,2015-05-19,None
13877699565,23917899819,GIFT,True,2008-09-23,None
13879097929,22818996229,GIFT,True,2012-09-23,None
13880747392,10840648430,GIFT,True,1971-09-14,None
13887899406,25897897949,GIFT,True,2013-08-28,None
13895098528,04924897800,GIFT,True,1985-07-05,None
13896597595,24906199803,GIFT,True,1992-04-19,None
13898999283,19838798775,GIFT,True,2010-03-07,None
13907297750,07917396439,GIFT,True,2003-06-17,None
13913148244,11903348722,GIFT,True,1987-03-20,None
13914599568,28904399835,GIFT,True,1968-02-21,None
13918599732,25838199669,GIFT,True,2010-01-28,None
13918899442,11848799728,GIFT,True,2014-04-19,None
13920349913,17920549810,GIFT,True,1931-03-10,None
14810948893,27920749904,GIFT,True,1971-07-06,None
14818098279,01837699556,GIFT,True,2003-07-27,None
14825399888,15825198315,GIFT,True,1974-05-28,None
14825498177,17915199054,GIFT,True,2016-01-16,None
14830648659,22880647303,GIFT,True,1949-10-18,None
14837195609,08887198781,GIFT,True,2012-08-03,None
14840147941,07860449689,GIFT,True,1974-08-12,None
14840148816,11850249956,GIFT,True,2010-12-05,None
14845397938,04825298407,GIFT,True,2019-12-09,None
14853748987,28873748631,GIFT,True,2014-07-27,None
14855997348,16835699203,GIFT,True,2012-01-08,None
14855999278,20835798306,GIFT,True,2005-03-09,None
14861249124,07831248801,GIFT,True,2016-02-23,None
14865997419,13815896534,GIFT,True,2019-06-15,None
14868098652,16897698173,GIFT,True,2013-11-08,None
14874297888,22824297588,GIFT,True,1986-04-22,None
14877698700,15887799897,GIFT,True,2007-08-05,None
14886997346,02926898097,GIFT,True,1998-08-26,None
14888499238,28878298944,GIFT,True,2015-07-29,None
14890549986,27880249830,GIFT,True,2015-02-03,None
14891849533,08831949237,GIFT,True,1956-04-13,None
14910548787,27880548838,GIFT,True,1947-02-20,None
14916394382,30846197415,GIFT,True,2003-02-05,None
14917195324,24917498071,GIFT,True,1997-03-27,None
14923849417,12883648534,GIFT,True,2006-07-06,None
14926595793,09846397032,GIFT,True,2006-10-14,None
15836399835,03916298373,GIFT,True,2010-05-15,None
15837897766,10897999086,GIFT,True,2003-07-03,None
15840949262,13820649766,GIFT,True,1972-06-22,None
15845796804,25925796924,GIFT,True,1979-02-24,None
15847699059,11847898765,GIFT,True,2013-09-06,None
15851347698,19831149119,GIFT,True,1952-01-08,None
15851349518,06861349061,GIFT,True,1951-01-23,None
15856895898,12837096756,GIFT,True,1992-04-15,None
15858899432,04828698546,GIFT,True,2017-03-26,None
15867898600,21867897337,GIFT,True,2003-05-03,None
15869598957,19869598499,GIFT,True,2016-08-08,None
15871449519,29851549496,GIFT,True,1977-06-12,None
15880249468,18890549337,GIFT,True,1944-04-02,None
15885198284,18825398526,GIFT,True,2000-09-06,None
15896699161,06846999203,GIFT,True,1988-09-30,None
15898398290,20848395340,GIFT,True,2019-05-03,None
15907096146,28866697673,GIFT,True,2009-03-29,None
15910149617,28880549903,GIFT,True,1935-12-25,None
15922148284,08822449795,GIFT,True,2019-12-13,None
15924898442,11914897531,GIFT,True,1983-08-14,None
16811349597,30891349463,GIFT,True,2009-09-20,None
16826395781,21816294468,GIFT,True,1996-11-06,None
16826397792,14856599222,GIFT,True,2007-12-01,None
16828199475,17878199707,GIFT,True,2010-09-03,None
16831048801,17870648383,GIFT,True,1993-10-31,None
16849199564,16869499254,GIFT,True,2018-04-15,None
16850248390,24920548071,GIFT,True,1962-11-03,None
16856097971,18885798469,GIFT,True,1999-12-09,None
16857498090,12867499170,GIFT,True,2012-07-18,None
16870147728,30840248670,GIFT,True,1924-08-19,None
16870549974,08840349455,GIFT,True,1978-11-10,None
16877498747,28887197425,GIFT,True,2019-04-30,None
16878396743,23858497027,GIFT,True,2009-11-28,None
16886697957,02896697415,GIFT,True,1989-02-06,None
16890449852,12920449733,GIFT,True,1953-05-05,None
16896597411,23896395513,GIFT,True,1999-08-06,None
16905397560,10915398672,GIFT,True,2018-11-24,None
16910249677,17910249959,GIFT,True,2005-11-18,None
16910949350,13870749060,GIFT,True,1936-04-17,None
16913448638,18903349308,GIFT,True,1991-04-08,None
16915998511,01875898031,GIFT,True,2007-06-26,None
16918598875,16858398502,GIFT,True,2010-06-03,None
16918695900,20918696246,GIFT,True,2006-09-22,None
16925396676,29915195162,GIFT,True,2001-10-09,None
16927398048,23847197137,GIFT,True,2014-08-28,None
17816997232,22916898715,GIFT,True,1992-03-11,None
17834695979,04814697407,GIFT,True,1996-01-02,None
17835696529,31815797623,GIFT,True,1981-11-29,None
17837296935,02867597886,GIFT,True,2004-02-08,None
17845896046,23895997501,GIFT,True,2004-07-18,None
17845896399,15815897215,GIFT,True,2007-05-09,None
17846997040,10926695768,GIFT,True,2009-07-22,None
17856696456,21817097763,GIFT,True,1991-06-30,None
17856899020,22926798794,GIFT,True,2006-02-23,None
17857098722,17926897411,GIFT,True,2006-12-01,None
17870249284,24810247963,GIFT,True,2018-04-01,None
17870648383,16831048801,GIFT,True,1993-10-31,None
17871149534,29851249433,GIFT,True,2016-02-04,None
17896499874,20886299193,GIFT,True,2004-04-13,None
17898199444,28818599317,GIFT,True,2012-09-03,None
17908899156,04828899290,GIFT,True,2013-07-28,None
17910249959,16910249677,GIFT,True,2005-11-18,None
17913247760,17843449654,GIFT,True,1971-08-07,None
17915297730,09825297275,GIFT,True,2000-06-05,None
17919297662,21859197377,GIFT,True,2017-11-02,None
17920549810,13920349913,GIFT,True,1931-03-10,None
17921349998,04921349667,GIFT,True,1972-02-27,None
17925498556,13865398691,GIFT,True,1975-10-30,None
17927399547,21867499889,GIFT,True,1993-07-15,None
18810248641,10890247976,GIFT,True,1987-05-13,None
18810347879,05900348985,GIFT,True,1926-09-08,None
18816494482,13886297119,GIFT,True,2012-11-12,None
18816597540,09816296258,GIFT,True,1993-07-19,None
18816597974,06876198442,GIFT,True,1992-04-12,None
18821349636,25911349739,GIFT,True,1972-08-14,None
18821548612,26891349326,GIFT,True,1957-04-02,None
18824698550,19854798076,GIFT,True,1985-03-27,None
18835297035,03865197976,GIFT,True,2018-02-22,None
18840649993,24900949878,GIFT,True,1984-03-17,None
18854299421,03844498542,GIFT,True,1973-12-12,None
18857196933,27877598425,GIFT,True,2017-07-24,None
18861749165,09911648811,GIFT,True,1991-01-15,None
18865996329,25856096877,GIFT,True,1990-02-25,None
18873549412,05823449110,GIFT,True,2016-06-21,None
18890549337,15880249468,GIFT,True,1944-04-02,None
18891649386,28881748675,GIFT,True,1977-07-13,None
18896293768,27836198625,GIFT,True,2002-07-24,None
18900149472,27890549530,GIFT,True,1972-01-25,None
18903349308,16913448638,GIFT,True,1991-04-08,None
18908397866,05878497114,GIFT,True,2012-08-18,None
18908696197,05928798897,GIFT,True,2015-12-13,None
18910448540,27850248643,GIFT,True,1936-01-25,None
18916497578,30886595014,GIFT,True,1986-02-03,None
18916696716,22836996252,GIFT,True,2014-12-26,None
18922047800,27901949137,GIFT,True,2006-04-18,None
18927398016,08847497980,GIFT,True,2011-01-23,None
19810848262,08841047924,GIFT,True,1960-06-24,None
19826597499,09846297798,GIFT,True,2007-11-12,None
19831149119,15851347698,GIFT,True,1952-01-08,None
19831749043,10901848993,GIFT,True,1959-05-09,None
19835599895,06885597341,GIFT,True,1977-10-03,None
19836598191,11856299858,GIFT,True,2019-03-26,None
19851748825,21861948754,GIFT,True,1997-07-23,None
19856399438,07876598102,GIFT,True,1997-01-14,None
19877596764,12867497674,GIFT,True,2014-04-09,None
19894397430,02834597155,GIFT,True,1966-12-02,None
19900148960,20850148679,GIFT,True,2007-04-04,None
19907396498,15877398797,GIFT,True,2019-11-24,None
19914397459,11854497156,GIFT,True,2007-10-19,None
19920249402,01820449513,GIFT,True,1927-09-11,None
19929098210,07908899185,GIFT,True,2013-01-03,None
20811249603,29881547536,GIFT,True,1977-07-21,None
20818899549,05828999674,GIFT,True,2008-10-25,None
20820249241,04810449530,GIFT,True,1961-04-04,None
20820949278,24881049739,GIFT,True,2014-02-16,None
20821849366,10851948835,GIFT,True,1943-10-18,None
20828897366,24929097684,GIFT,True,2016-12-01,None
20830249231,26830248543,GIFT,True,1931-07-21,None
20837095612,17826995564,GIFT,True,1995-06-07,None
20844597704,24874497629,GIFT,True,1990-12-19,None
20845998761,25905699809,GIFT,True,2002-08-17,None
20848393682,09898397553,GIFT,True,2011-12-13,None
20850148679,19900148960,GIFT,True,2007-04-04,None
20850249211,21810146718,GIFT,True,1950-07-11,None
20857797559,18827898062,GIFT,True,2010-06-17,None
20864496637,30924398171,GIFT,True,1993-04-07,None
20876196973,21926197441,GIFT,True,2009-02-23,None
20876997895,07916796727,GIFT,True,2008-08-13,None
20879196605,16829198367,GIFT,True,2015-09-01,None
20885098259,10815098167,GIFT,True,2019-12-21,None
20890949631,11870749920,GIFT,True,1938-01-02,None
20899497784,14849497023,GIFT,True,2015-05-20,None
20900647949,24880748005,GIFT,True,1953-02-21,None
20907297048,21827295946,GIFT,True,2000-05-07,None
20911249309,06911448600,GIFT,True,1953-10-15,None
20921748923,26881747641,GIFT,True,1960-08-25,None
20924698153,13884997008,GIFT,True,1978-08-31,None
20926597648,08816198128,GIFT,True,1995-10-21,None
20929398484,26869397112,GIFT,True,2018-12-28,None
21810146718,20850249211,GIFT,True,1950-07-11,None
21813049586,01872849250,SEPARERT,True,2021-11-14,STATSFORVALTEREN
21813049586,01872849250,GIFT,False,2021-11-10,DEN_NORSKE_KIRKE
21813249518,28923149246,GIFT,True,1959-06-03,None
21813948831,14833848756,GIFT,True,1982-12-10,None
21816997612,10877098325,GIFT,True,2003-09-30,None
21819196351,19909298868,GIFT,True,2017-11-20,None
21824997575,12844696696,GIFT,True,1977-04-04,None
21827396246,07897397980,GIFT,True,2006-05-19,None
21846096679,18865797776,GIFT,True,1991-01-19,None
21847296205,30877198398,GIFT,True,2011-07-26,None
21847698109,30877797852,GIFT,True,1996-12-17,None
21854298140,08874297268,GIFT,True,1973-10-09,None
21861948754,19851748825,GIFT,True,1997-07-23,None
21881349784,22811149660,GIFT,True,1973-03-24,None
21885699097,17835797333,GIFT,True,1990-12-16,None
21898099560,25848198946,GIFT,True,2021-11-10,ANSATT_I_KOMMUNE
21900649646,09840849721,GIFT,True,1945-06-30,None
21907497523,13857297681,GIFT,True,2003-02-27,None
21911449118,08881448832,GIFT,True,1989-04-02,None
21916996605,19916794927,GIFT,True,1995-11-18,None
21919098128,02898698699,GIFT,True,2015-04-19,None
21920549877,26830449964,GIFT,True,2012-01-30,None
21920749566,07910748674,GIFT,True,2006-05-22,None
21924299840,02884498573,GIFT,True,1996-05-25,None
22810349755,23820449886,GIFT,True,1932-10-09,None
22811149660,21881349784,GIFT,True,1973-03-24,None
22814898044,12874798183,GIFT,True,1996-04-20,None
22815297354,03915599272,GIFT,True,2005-11-20,None
22816298419,05856497501,GIFT,True,2007-12-05,None
22816898696,13897098746,GIFT,True,2013-07-02,None
22828698358,20848898806,GIFT,True,2008-10-01,None
22835197232,10865297950,GIFT,True,1982-05-25,None
22835499891,27835398124,GIFT,True,1991-02-08,None
22836197341,30836398846,GIFT,True,2006-12-25,None
22845997946,28875798601,GIFT,True,1979-04-14,None
22846199695,06836398333,GIFT,True,2016-07-24,None
22848499009,18908198375,GIFT,True,2012-01-31,None
22855096084,07885096179,GIFT,True,1978-05-26,None
22856997964,29837097493,GIFT,True,2019-07-15,None
22859298110,03909397676,GIFT,True,2017-01-22,None
22866695729,10926697426,GIFT,True,2006-12-27,None
22867296658,19927195723,GIFT,True,2016-10-27,None
22874998277,11924798132,GIFT,True,1984-10-23,None
22880647303,14830648659,GIFT,True,1949-10-18,None
22893849320,13903848876,GIFT,True,1991-02-27,None
22896995832,01896996726,GIFT,True,2016-12-16,None
22909299245,07849499585,GIFT,True,2015-07-12,None
22910049902,05870049465,GIFT,True,1985-09-13,None
22911148149,29921248618,GIFT,True,1946-12-23,None
22911749029,29911648782,GIFT,True,1998-01-04,None
22915095198,19834797464,GIFT,True,2018-01-20,None
22916096333,29835897212,GIFT,True,2001-04-06,None
22916398216,15866496517,GIFT,True,1988-03-09,None
22921546444,23921347588,GIFT,True,2019-08-31,None
23812148915,29922249863,GIFT,True,2019-04-30,None
23813047462,05892648370,GIFT,True,1976-03-02,None
23815798252,10855897976,GIFT,True,1980-04-04,None
23820449886,22810349755,GIFT,True,1932-10-09,None
23825098488,08904998339,GIFT,True,2001-03-07,None
23826297069,09816396198,GIFT,True,2018-11-22,None
23837598419,10837497707,GIFT,True,2006-07-10,None
23840549968,24840249278,GIFT,True,1936-12-09,None
23846696148,09816997078,GIFT,True,2012-09-23,None
23850049882,05870049708,GIFT,True,1945-05-17,None
23886897286,19866797148,GIFT,True,2011-11-24,None
23901048843,25920848144,GIFT,True,2018-07-16,None
23914597447,13834497144,GIFT,True,1981-02-08,None
23920848338,10880849064,GIFT,True,1991-12-10,None
23921347588,22921546444,GIFT,True,2019-08-31,None
23921349165,04851449286,GIFT,True,1937-03-16,None
23927897717,19907698885,GIFT,True,2017-06-21,None
23929097130,18898895498,GIFT,True,2015-07-01,None
24810247963,17870249284,GIFT,True,2018-04-01,None
24814398451,06904498538,GIFT,True,1994-05-02,None
24815997006,16855997901,GIFT,True,2010-12-31,None
24836596842,21866595183,GIFT,True,2010-03-11,None
24840249278,23840549968,GIFT,True,1936-12-09,None
24846598681,02816598187,GIFT,True,1994-05-14,None
24847598790,02817198212,GIFT,True,2014-01-16,None
24855897640,17865995768,GIFT,True,2009-04-11,None
24861649330,28891849208,GIFT,True,1985-06-13,None
24866698682,08816697590,GIFT,True,2019-12-08,None
24866999186,20886699086,GIFT,True,2017-06-20,None
24867098271,08886797703,GIFT,True,2008-03-11,None
24869099364,25818798477,GIFT,True,2012-09-08,None
24869099526,14918999230,GIFT,True,2013-08-20,None
24870848036,09911048725,GIFT,True,1969-02-26,None
24871448686,25891349397,GIFT,True,2001-10-01,None
24880748005,20900647949,GIFT,True,1953-02-21,None
24880749575,07870749893,GIFT,True,1944-04-14,None
24881049739,20820949278,GIFT,True,2014-02-16,None
24885397030,29905195768,GIFT,True,1991-08-21,None
24886897215,13896896754,GIFT,True,2001-12-16,None
24887696418,02907995332,GIFT,True,2010-03-11,None
24900849423,29840849501,GIFT,True,1993-03-08,None
24900949878,18840649993,GIFT,True,1984-03-17,None
24902149534,02842349810,GIFT,True,1962-02-16,None
24910947857,01881048139,GIFT,True,1953-03-24,None
24916496385,12816296860,GIFT,True,1986-05-31,None
24917899505,02917899676,GIFT,True,2005-04-20,None
24920548071,16850248390,GIFT,True,1962-11-03,None
25820248352,01910248827,GIFT,True,1955-01-11,None
25827498729,28927397465,GIFT,True,2018-06-18,None
25834598240,30814598175,GIFT,True,1982-11-03,None
25840749544,05821049271,GIFT,True,2004-05-18,None
25846599838,25916498759,GIFT,True,1987-12-18,None
25851249659,28901549364,GIFT,True,2013-06-27,None
25876496316,05906398291,GIFT,True,1985-11-27,None
25876996653,09856993954,GIFT,True,2017-01-14,None
25877598619,10927597514,GIFT,True,2007-12-03,None
25877898167,20927898684,GIFT,True,2005-12-12,None
25891349397,24871448686,GIFT,True,2001-10-01,None
25895998101,10825798264,GIFT,True,2004-09-06,None
25901549357,01881547844,GIFT,True,2012-05-15,None
25906097306,07855999476,GIFT,True,2014-02-14,None
25911349739,18821349636,GIFT,True,1972-08-14,None
25914898180,10884797816,GIFT,True,2016-11-27,None
25920848144,23901048843,GIFT,True,2018-07-16,None
25927897442,20927996503,GIFT,True,2018-06-17,None
25929397838,24879498372,GIFT,True,2018-10-31,None
26810146884,27820146722,GIFT,True,1942-10-10,None
26811749965,26901949874,GIFT,True,1956-04-30,None
26830248543,20830249231,GIFT,True,1931-07-21,None
26830449964,21920549877,GIFT,True,2012-01-30,None
26836895060,19846996578,GIFT,True,1997-09-22,None
26846797636,08837095744,GIFT,True,2013-04-02,None
26855296062,20825396927,GIFT,True,2017-04-18,None
26856399825,24916498981,GIFT,True,2013-01-24,None
26856596558,24916399401,GIFT,True,2005-03-06,None
26864996727,21844695834,GIFT,True,2012-11-27,None
26870148592,29810149424,GIFT,True,1970-02-23,None
26876397128,23886498268,GIFT,True,1990-12-31,None
26877698679,14847897555,GIFT,True,2017-03-02,None
26881747641,20921748923,GIFT,True,1960-08-25,None
26886398416,29876196148,GIFT,True,1989-04-28,None
26891349326,18821548612,GIFT,True,1957-04-02,None
26901748534,13872049414,GIFT,True,1992-04-05,None
26901949874,26811749965,GIFT,True,1956-04-30,None
26904397775,26814597678,GIFT,True,1972-08-24,None
26915699404,15876097750,GIFT,True,1999-12-19,None
26917296692,20817197907,GIFT,True,2017-01-26,None
26926697330,28816796417,GIFT,True,2010-05-26,None
26928098841,15818098712,GIFT,True,2005-05-28,None
27810549772,08920549293,GIFT,True,1946-10-02,None
27820146722,26810146884,GIFT,True,1942-10-10,None
27830649935,03810749635,GIFT,True,2017-06-25,None
27832848625,04822649357,GIFT,True,1957-04-14,None
27837098047,24896797537,GIFT,True,1996-10-22,None
27837498525,19897496480,GIFT,True,2001-02-13,None
27847399126,09867397636,GIFT,True,2011-12-06,None
27850248643,18910448540,GIFT,True,1936-01-25,None
27864498863,08884298394,GIFT,True,1999-07-01,None
27865297632,17845396566,GIFT,True,1975-08-26,None
27865397653,25825396902,GIFT,True,1979-12-03,None
27870747824,01810948996,GIFT,True,2014-08-13,None
27880249830,14890549986,GIFT,True,2015-02-03,None
27880548838,14910548787,GIFT,True,1947-02-20,None
27890549530,18900149472,GIFT,True,1972-01-25,None
27891249697,07881349919,GIFT,True,1997-01-11,None
27897198008,06857497579,GIFT,True,2002-02-11,None
27897198512,28817197657,GIFT,True,2016-04-09,None
27901949137,18922047800,GIFT,True,2006-04-18,None
27904796722,21854795845,GIFT,True,2013-10-07,None
27909598813,14819497991,GIFT,True,2016-09-08,None
27915498537,02895299424,GIFT,True,1983-02-25,None
27920749904,14810948893,GIFT,True,1971-07-06,None
27928099674,31837996565,GIFT,True,2002-10-04,None
28810649803,07850748777,GIFT,True,1974-12-11,None
28813349088,24913448711,GIFT,True,2018-01-11,None
28815396768,16915498012,GIFT,True,2006-03-03,None
28836898267,14866998583,GIFT,True,1993-09-25,None
28838499629,20818499575,GIFT,True,2017-05-12,None
28838899864,01908799735,GIFT,True,2015-05-08,None
28845999033,16865897557,GIFT,True,1985-08-31,None
28856098119,06855898460,GIFT,True,1991-08-07,None
28857997230,01878097528,GIFT,True,2008-11-14,None
28858899097,20818699345,GIFT,True,2008-08-03,None
28880549903,15910149617,GIFT,True,1935-12-25,None
28881748675,18891649386,GIFT,True,1977-07-13,None
28885599615,22825298561,GIFT,True,1978-09-06,None
28891849208,24861649330,GIFT,True,1985-06-13,None
28892349160,02832349235,GIFT,True,2010-07-17,None
28894098122,08913949413,GIFT,True,1977-04-29,None
28898398864,13828298180,GIFT,True,2007-10-21,None
28901549364,25851249659,GIFT,True,2013-06-27,None
28910349394,12850146665,GIFT,True,1959-12-22,None
28910647840,07841048193,GIFT,True,1958-05-16,None
28915498657,02905396164,GIFT,True,1984-04-08,None
28921349655,02861248987,GIFT,True,1999-09-22,None
28923149246,21813249518,GIFT,True,1959-06-03,None
29810149424,26870148592,GIFT,True,1970-02-23,None
29814797889,16814797396,GIFT,True,2011-05-13,None
29815495924,26825197612,GIFT,True,2006-06-30,None
29815597794,08815399006,GIFT,True,1991-08-16,None
29818499335,30908499413,GIFT,True,2016-07-27,None
29836696334,24827097094,GIFT,True,2008-12-12,None
29837097493,22856997964,GIFT,True,2019-07-15,None
29840849501,24900849423,GIFT,True,1993-03-08,None
29846198340,29906498624,GIFT,True,2018-07-11,None
29851249433,17871149534,GIFT,True,2016-02-04,None
29851549496,15871449519,GIFT,True,1977-06-12,None
29852248759,06832248043,GIFT,True,1965-08-08,None
29852948351,01882948044,GIFT,True,1969-06-14,None
29876997221,12846896927,GIFT,True,2019-08-14,None
29881547536,20811249603,GIFT,True,1977-07-21,None
29886797794,25906997617,GIFT,True,1994-03-14,None
29890349224,08870349182,GIFT,True,2019-12-24,None
29905195768,24885397030,GIFT,True,1991-08-21,None
29905197507,08895399621,GIFT,True,2012-10-01,None
29906698666,08816696373,GIFT,True,2008-02-27,None
29911648782,22911749029,GIFT,True,1998-01-04,None
29915297437,23875197312,GIFT,True,2016-08-23,None
29918795748,23828696890,GIFT,True,2014-03-08,None
29921248618,22911148149,GIFT,True,1946-12-23,None
29922249863,23812148915,GIFT,True,2019-04-30,None
29924895908,02925097228,GIFT,True,1974-06-11,None
29926797954,31876999644,GIFT,True,2005-01-31,None
30830748756,08910848624,GIFT,True,1948-07-07,None
30834498568,13834498019,GIFT,True,1972-02-21,None
30834696831,27814897317,GIFT,True,1995-03-14,None
30840248670,16870147728,GIFT,True,1924-08-19,None
30846298815,08836298129,GIFT,True,2007-05-03,None
30855098411,16924697303,GIFT,True,1970-09-22,None
30861549778,01911549006,GIFT,True,1960-01-05,None
30863249348,20893349600,GIFT,True,1972-12-07,None
30876297678,09866497386,GIFT,True,2001-06-15,None
30877999986,24887899688,GIFT,True,2018-11-12,None
30885696577,09925798425,GIFT,True,1991-10-19,None
30886299830,22926598590,GIFT,True,2010-12-29,None
30887197675,27927298118,GIFT,True,2016-05-07,None
30891349463,16811349597,GIFT,True,2009-09-20,None
30900949630,05910849915,GIFT,True,2015-10-22,None
31812048492,04832047754,GIFT,True,2006-05-14,None
31816295737,13896197430,GIFT,True,2014-12-05,None
31817699084,28887698122,GIFT,True,1999-10-15,None
31817797337,15918098418,GIFT,True,2015-05-08,None
31836399830,11906198799,GIFT,True,2010-07-09,None
31851748108,03842048841,GIFT,True,2010-09-11,None
31856399497,03846497705,GIFT,True,2014-02-17,None
31856696130,28917096629,GIFT,True,2005-07-25,None
31872949456,13902949571,GIFT,True,1966-01-30,None
31875198109,23845499659,GIFT,True,2020-01-07,None
31878599384,28888499417,GIFT,True,2010-11-19,None
31885197658,03905398376,GIFT,True,2015-04-13,None
31887194648,28827397174,GIFT,True,2007-04-14,None
31906798150,02816997286,GIFT,True,1996-10-15,None
31907296779,15917496290,GIFT,True,2014-07-15,None
31925897925,13915898240,GIFT,True,1990-03-06,None
31926199423,04826397581,GIFT,True,1985-10-04,None
01815694380,17925795461,GIFT,True,2014-08-08,None
01816299817,12866598965,GIFT,True,2017-09-07,None
01822949807,28913048956,GIFT,True,2011-09-03,None
01837699556,14818098279,GIFT,True,2003-07-27,None
01843348420,23923549315,GIFT,True,1980-02-21,None
01843848687,11923848535,GIFT,True,2018-08-22,None
01844697984,03885096637,GIFT,True,1997-01-19,None
01852349871,13922549901,GIFT,True,1945-04-26,None
01853148993,16893548630,GIFT,True,1999-04-15,None
01853948779,12843948608,GIFT,True,2001-09-08,None
01854996467,02904796533,GIFT,True,1980-10-13,None
01855498088,12905595979,GIFT,True,1977-02-26,None
01857599949,04867399823,GIFT,True,2014-04-10,None
01865296610,23865396147,GIFT,True,2006-11-07,None
01865396127,11905197624,GIFT,True,2010-03-25,None
01868297812,04898296763,GIFT,True,2018-05-13,None
01887497644,09857196144,GIFT,True,1995-10-07,None
01896897256,19876897906,GIFT,True,1998-01-22,None
01897197339,09917498277,GIFT,True,2019-08-18,None
01903149694,04843448378,GIFT,True,1959-10-11,None
01913248216,18823248101,GIFT,True,1977-07-13,None
01916096433,11815796707,GIFT,True,2007-12-06,None
01926796107,09857096204,GIFT,True,2002-10-17,None
02810349622,03810349904,GIFT,True,1955-06-18,None
02814996355,11864796224,GIFT,True,1978-12-26,None
02818597188,13868299015,GIFT,True,2012-07-23,None
02827397965,06877598444,GIFT,True,2001-05-11,None
02828699442,16878999715,GIFT,True,2019-02-06,None
02828899131,28848797660,GIFT,True,2018-07-15,None
02836297906,07846599007,GIFT,True,2016-02-01,None
02837699838,16827699946,GIFT,True,2001-08-30,None
02844997542,06874698642,GIFT,True,1978-05-18,None
02858899373,27858999079,GIFT,True,2013-12-18,None
02866797547,05876894256,GIFT,True,2006-05-15,None
02867199732,06867398846,GIFT,True,2016-04-16,None
02868998752,13848698800,GIFT,True,2017-11-11,None
02887096816,08857094930,GIFT,True,2007-12-11,None
02887998542,30907899469,GIFT,True,1999-12-22,None
02889099324,03898898236,GIFT,True,2019-12-14,None
02895299424,27915498537,GIFT,True,1983-02-25,None
02895396136,31925498664,GIFT,True,1989-08-20,None
02909499316,23889497610,GIFT,True,2017-07-30,None
02914299252,02914597113,GIFT,True,2012-06-23,None
02922947883,03832847339,GIFT,True,1961-06-04,None
02925498761,27855399836,GIFT,True,1983-04-01,None
03810349904,02810349622,GIFT,True,1955-06-18,None
03818499883,22918399732,GIFT,True,2010-11-01,None
03818898125,10898797223,GIFT,True,2007-10-30,None
03825099068,17914996783,GIFT,True,1993-10-15,None
03827296685,04867496535,GIFT,True,1997-12-31,None
03827899819,04857798347,GIFT,True,2012-04-02,None
03835499293,07815398526,GIFT,True,1998-06-26,None
03837094975,21836797660,GIFT,True,1992-12-31,None
03837095173,13876797032,GIFT,True,2015-05-19,None
03838698416,27869097794,GIFT,True,2012-12-13,None
03846095801,08826095726,GIFT,True,1990-11-08,None
03853549133,22873448230,GIFT,True,1972-07-18,None
