fnummer1,fnummer2,fnummer1_rolle,ergjeldende,gyldighetsdato
10860248870,11922948870,MOR,True,1929-12-11
10860248870,06823348507,MOR,True,1933-02-06
10860248870,12883648534,MOR,True,1936-08-12
10860248870,17904098574,MOR,True,1940-10-17
10860248870,04913748722,MOR,True,1937-11-04
10863149709,04923148464,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10863149709,11891048795,BARN,True,1931-06-10
10863149709,07830848899,BARN,True,1931-06-10
10863149709,04906995706,FAR,True,1969-10-04
10863149709,13916598216,FAR,True,1965-11-13
10863149709,07926398673,FAR,True,1963-12-07
10863149709,28825998421,FAR,True,1959-02-28
10867596823,06817196177,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10867596823,08844896590,BARN,True,1975-06-10
10867596823,22924896233,BARN,True,1975-06-10
10868998836,24848899131,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10868998836,16846196785,BARN,True,1989-06-10
10868998836,06846198049,BARN,True,1989-06-10
10873949908,15823649638,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10873949908,14881049172,BARN,True,1939-07-10
10873949908,15880749886,BARN,True,1939-07-10
10873949908,19846898215,FAR,True,1968-04-19
10873949908,29876198310,FAR,True,1961-07-29
10873949908,07847296601,FAR,True,1972-04-07
10873949908,08837597820,FAR,True,1975-03-08
10874397429,14894398915,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10874397429,10901848993,BARN,True,1943-07-10
10874397429,19831749043,BARN,True,1943-07-10
10874397429,04927897895,MOR,True,1978-12-04
10874397429,28856699260,MOR,True,1966-05-28
10874397429,12817297763,MOR,True,1972-01-12
10876196145,08886595418,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10876196145,05892648370,BARN,True,1961-07-10
10876196145,23813047462,BARN,True,1961-07-10
10876196145,28899597283,FAR,True,1995-09-28
10876196145,21819898127,FAR,True,1998-01-21
10876196145,30889097015,FAR,True,1990-08-30
10876196145,07819398377,FAR,True,1993-01-07
10876296409,04876395520,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10876296409,27823347370,BARN,True,1962-07-10
10876296409,02863548058,BARN,True,1962-07-10
10876296409,04919198619,MOR,True,1991-11-04
10876296409,17888897631,MOR,True,1988-08-17
10876296409,08879997578,MOR,True,1999-07-08
10876394842,04816395319,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10876394842,22912848950,BARN,True,1963-07-10
10876394842,10852749291,BARN,True,1963-07-10
10876394842,09849697908,MOR,True,1996-04-09
10876394842,04838998165,MOR,True,1989-03-04
10886896595,29836995099,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10886896595,04843448378,BARN,True,1968-08-10
10886896595,01903149694,BARN,True,1968-08-10
10886896595,03929899147,FAR,True,1998-12-03
10886896595,06839998080,FAR,True,1999-03-06
10886896595,17839397887,FAR,True,1993-03-17
10886896595,14829596009,FAR,True,1995-02-14
10893449650,12913148558,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10893449650,07920349131,BARN,True,1934-09-10
10893449650,06840549680,BARN,True,1934-09-10
10893449650,06926598242,MOR,True,1965-12-06
10893449650,21856697034,MOR,True,1966-05-21
10893449650,19835796941,MOR,True,1957-03-19
10893449650,30886795722,MOR,True,1967-08-30
10893449650,13826499464,MOR,True,1964-02-13
10899198625,04819398955,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10899198625,08816696373,BARN,True,1991-09-10
10899198625,29906698666,BARN,True,1991-09-10
10902649773,14892849057,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10902649773,09880549305,BARN,True,1926-10-10
10902649773,09810449435,BARN,True,1926-10-10
10902649773,14856199259,FAR,True,1961-05-14
10902649773,13875497566,FAR,True,1954-07-13
10902649773,11916496992,FAR,True,1964-11-11
10902649773,30816096479,FAR,True,1960-01-30
10902649773,21916598804,FAR,True,1965-11-21
10902649773,19845896952,FAR,True,1958-04-19
10908499048,29918597989,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10908499048,02814996355,BARN,True,1984-10-10
10908499048,11864796224,BARN,True,1984-10-10
10908499048,24840699699,MOR,True,2006-04-24
10908499048,03841399683,MOR,True,2013-04-03
10909998781,07816996559,BARN,True,1999-10-10
10909998781,04896799091,BARN,True,1999-10-10
10916497151,10876599428,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10916497151,14864099786,BARN,True,1964-11-10
10916497151,27844099008,BARN,True,1964-11-10
10916497151,21839798439,FAR,True,1997-03-21
10916497151,23928999181,FAR,True,1989-12-23
10916497151,05839398540,FAR,True,1993-03-05
10916497151,21919598465,FAR,True,1995-11-21
10920698250,04828497206,BARN,True,2006-12-10
10920698250,14818299770,BARN,True,2006-12-10
10921096939,13867296969,BARN,True,2010-12-10
10921096939,29847196872,BARN,True,2010-12-10
10923249627,08883147961,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10923249627,21900148353,BARN,True,1932-12-10
10923249627,03810148240,BARN,True,1932-12-10
10923249627,14906699827,MOR,True,1966-10-14
10923249627,30925796596,MOR,True,1957-12-30
10923249627,30906298399,MOR,True,1962-10-30
10925096860,27884996312,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10925096860,21911449118,BARN,True,1950-12-10
10925096860,08881448832,BARN,True,1950-12-10
10925096860,23838595995,MOR,True,1985-03-23
10925096860,31878496054,MOR,True,1984-07-31
10926996857,09917095318,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10926996857,04843448378,BARN,True,1969-12-10
10926996857,01903149694,BARN,True,1969-12-10
10926996857,28900598728,MOR,True,2005-10-28
10926996857,10839196593,MOR,True,1991-03-10
10926996857,04859298147,MOR,True,1992-05-04
10926996857,24859696585,MOR,True,1996-05-24
10926996857,05859898949,MOR,True,1998-05-05
10928099569,04818099849,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10928099569,31924899908,BARN,True,1980-12-10
10928099569,02894997411,BARN,True,1980-12-10
10928099569,04820199834,FAR,True,2001-02-04
10929399620,12899299750,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
10929399620,20835798306,BARN,True,1993-12-10
10929399620,14855999278,BARN,True,1993-12-10
10929399620,25852099901,MOR,True,2020-05-25
11813448604,27920749904,BARN,True,1934-01-11
11813448604,14810948893,BARN,True,1934-01-11
11813649006,02861248987,BARN,True,1936-01-11
11813649006,28921349655,BARN,True,1936-01-11
11816799459,12856897115,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11816799459,09863749503,BARN,True,1967-01-11
11816799459,28853949800,BARN,True,1967-01-11
11816799459,26830298648,MOR,True,2002-03-26
11816799459,28860599432,MOR,True,2005-06-28
11817595938,02904796533,BARN,True,1975-01-11
11817595938,01854996467,BARN,True,1975-01-11
11820297646,02827094784,BARN,True,2002-02-11
11820297646,20836797036,BARN,True,2002-02-11
11823548534,28923249690,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11823548534,31851049560,BARN,True,1935-02-11
11823548534,21911049810,BARN,True,1935-02-11
11823548534,23896298801,FAR,True,1962-09-23
11823548534,10866597184,FAR,True,1965-06-10
11823548534,26886998421,FAR,True,1969-08-26
11823548534,05845896854,FAR,True,1958-04-05
11823548534,29895898803,FAR,True,1958-09-29
11828798016,29888797902,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11828798016,02915498186,BARN,True,1987-02-11
11828798016,30815398404,BARN,True,1987-02-11
11828798016,15911999010,MOR,True,2019-11-15
11828798016,08811298450,MOR,True,2012-01-08
11829499047,05919397987,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11829499047,20825797522,BARN,True,1994-02-11
11829499047,07915997281,BARN,True,1994-02-11
11850499901,30846797501,BARN,True,2004-05-11
11850499901,01826897488,BARN,True,2004-05-11
11859998994,04876599665,BARN,True,1999-05-11
11859998994,08846596756,BARN,True,1999-05-11
11864598708,03854498613,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11864598708,26902049915,BARN,True,1945-06-11
11864598708,24921749682,BARN,True,1945-06-11
11864598708,26926997393,FAR,True,1969-12-26
11864598708,26907497932,FAR,True,1974-10-26
11864598708,06857598545,FAR,True,1975-05-06
11864795945,08874795675,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11864795945,20911249309,BARN,True,1947-06-11
11864795945,06911448600,BARN,True,1947-06-11
11864795945,30877198398,FAR,True,1971-07-30
11864795945,27877296038,FAR,True,1972-07-27
11876097623,09886098186,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11876097623,14912149553,BARN,True,1960-07-11
11876097623,31852149690,BARN,True,1960-07-11
11876097623,26929299514,MOR,True,1992-12-26
11876097623,09859499705,MOR,True,1994-05-09
11876097623,13818499773,MOR,True,1984-01-13
11883549297,11903247918,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11883549297,20841048181,BARN,True,1935-08-11
11883549297,24830846812,BARN,True,1935-08-11
11883549297,04875696772,MOR,True,1956-07-04
11883549297,20896594754,MOR,True,1965-09-20
11883549297,04835895799,MOR,True,1958-03-04
11888798147,24888797846,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11888798147,09865497781,BARN,True,1987-08-11
11888798147,10855298673,BARN,True,1987-08-11
11888798147,05811598749,FAR,True,2015-01-05
11888798147,11881299110,FAR,True,2012-08-11
11893249496,16863549969,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11893249496,02840049992,BARN,True,1932-09-11
11893249496,12820049207,BARN,True,1932-09-11
11893249496,10826096174,MOR,True,1960-02-10
11893249496,07836997756,MOR,True,1969-03-07
11893249496,19866497357,MOR,True,1964-06-19
11893249496,12856397716,MOR,True,1963-05-12
11893249496,11826896827,MOR,True,1968-02-11
11894397014,22874597752,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11894397014,17820948386,BARN,True,1943-09-11
11894397014,28920849298,BARN,True,1943-09-11
11894397014,10827797850,MOR,True,1977-02-10
11894397014,08827697932,MOR,True,1976-02-08
11894397014,23857596730,MOR,True,1975-05-23
11894397014,14906995868,MOR,True,1969-10-14
11896998112,21836899269,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11896998112,31854598921,BARN,True,1969-09-11
11896998112,01864598818,BARN,True,1969-09-11
11896998112,17840299570,FAR,True,2002-04-17
11896998112,19829199400,FAR,True,1991-02-19
11896998112,30860499823,FAR,True,2004-06-30
11899298251,27929197955,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11899298251,01866997388,BARN,True,1992-09-11
11899298251,21816798636,BARN,True,1992-09-11
11899298251,23871699305,MOR,True,2016-07-23
11900198215,07816996559,BARN,True,2001-10-11
11900198215,04896799091,BARN,True,2001-10-11
11907995021,16908096960,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11907995021,12905595979,BARN,True,1979-10-11
11907995021,01855498088,BARN,True,1979-10-11
11907995021,14891598387,MOR,True,2015-09-14
11915497162,26895196435,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11915497162,28892349160,BARN,True,1954-11-11
11915497162,02832349235,BARN,True,1954-11-11
11915497162,14898298311,FAR,True,1982-09-14
11915497162,11847898765,FAR,True,1978-04-11
11915497162,07868598926,FAR,True,1985-06-07
11915497162,20849098544,FAR,True,1990-04-20
11918898338,14928695841,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11918898338,06846596516,BARN,True,1988-11-11
11918898338,12856497818,BARN,True,1988-11-11
11919199638,30859599989,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
11919199638,16915698135,BARN,True,1991-11-11
11919199638,12915999873,BARN,True,1991-11-11
12813349173,04923248647,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12813349173,10890247976,BARN,True,1933-01-12
12813349173,18810248641,BARN,True,1933-01-12
12813349173,20846296833,FAR,True,1962-04-20
12813349173,20887095753,FAR,True,1970-08-20
12813349173,08926295897,FAR,True,1962-12-08
12813349173,18866095090,FAR,True,1960-06-18
12813349173,07896795834,FAR,True,1967-09-07
12813349173,04815697273,FAR,True,1956-01-04
12816395826,21906397150,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12816395826,08822749152,BARN,True,1963-01-12
12816395826,12812946275,BARN,True,1963-01-12
12816395826,07849898927,MOR,True,1998-04-07
12816395826,31889297177,MOR,True,1992-08-31
12816395826,17818697074,MOR,True,1986-01-17
12823748343,03824097886,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12823748343,04910648565,BARN,True,1937-02-12
12823748343,16840748042,BARN,True,1937-02-12
12823748343,02816396215,FAR,True,1963-01-02
12823748343,03907395528,FAR,True,1973-10-03
12823748343,24826896058,FAR,True,1968-02-24
12825196569,31885595882,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12825196569,25862948567,BARN,True,1951-02-12
12825196569,11882648496,BARN,True,1951-02-12
12825196569,06868296680,FAR,True,1982-06-06
12825196569,19867796110,FAR,True,1977-06-19
12825196569,08848597172,FAR,True,1985-04-08
12825196569,10908797766,FAR,True,1987-10-10
12825196569,04908896969,FAR,True,1988-10-04
12826696824,03896797718,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12826696824,19843748387,BARN,True,1966-02-12
12826696824,07883649685,BARN,True,1966-02-12
12826696824,17840198766,MOR,True,2001-04-17
12826696824,27819498925,MOR,True,1994-01-27
12828297005,22855096084,BARN,True,1982-02-12
12828297005,07885096179,BARN,True,1982-02-12
12830249662,20840249302,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12830249662,09833847977,MOR,True,1938-03-09
12830249662,01883049655,MOR,True,1930-08-01
12830249662,09862748449,MOR,True,1927-06-09
12830798887,25848097112,BARN,True,2007-03-12
12830798887,12917898268,BARN,True,2007-03-12
12832549167,06852149068,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12832549167,22910049902,BARN,True,1925-03-12
12832549167,05870049465,BARN,True,1925-03-12
12832549167,17915298605,FAR,True,1952-11-17
12832549167,20915898042,FAR,True,1958-11-20
12832549167,08825997696,FAR,True,1959-02-08
12832549167,20835698476,FAR,True,1956-03-20
12836198326,02916198232,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12836198326,26923949568,BARN,True,1961-03-12
12836198326,09893849413,BARN,True,1961-03-12
12836198326,12889198875,FAR,True,1991-08-12
12836198326,03919698321,FAR,True,1996-11-03
12836198326,24888798206,FAR,True,1987-08-24
12836199624,08886298502,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12836199624,28903849969,BARN,True,1961-03-12
12836199624,26893649416,BARN,True,1961-03-12
12836199624,27838899825,MOR,True,1988-03-27
12836199624,08849699637,MOR,True,1996-04-08
12837295570,16814696581,BARN,True,1972-03-12
12837295570,01825097674,BARN,True,1972-03-12
12838499986,15825198315,BARN,True,1984-03-12
12838499986,14825399888,BARN,True,1984-03-12
12839195859,23869497126,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12839195859,01916094503,BARN,True,1991-03-12
12839195859,07835697260,BARN,True,1991-03-12
12839195859,14871899224,MOR,True,2018-07-14
12839195859,04841897272,MOR,True,2018-04-04
12843448966,12850146665,BARN,True,1934-04-12
12843448966,28910349394,BARN,True,1934-04-12
12843448966,17883148444,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12843448966,22906596761,FAR,True,1965-10-22
12843448966,23897095165,FAR,True,1970-09-23
12843448966,14905897072,FAR,True,1958-10-14
12843448966,12925796199,FAR,True,1957-12-12
12846498530,06836597239,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12846498530,21812949788,BARN,True,1964-04-12
12846498530,03822948668,BARN,True,1964-04-12
12846498530,07910099889,FAR,True,2000-11-07
12846498530,19828899832,FAR,True,1988-02-19
12846498530,28819599426,FAR,True,1995-01-28
12847496981,08827195260,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12847496981,11923949501,BARN,True,1974-04-12
12847496981,14864098216,BARN,True,1974-04-12
12847496981,14839998164,FAR,True,1999-03-14
12856497818,06846596516,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12856497818,03813746734,BARN,True,1964-05-12
12856497818,20843648496,BARN,True,1964-05-12
12856497818,02850098940,MOR,True,2000-05-02
12856497818,11918898338,MOR,True,1988-11-11
12856497818,16829196356,MOR,True,1991-02-16
12856497818,06860096976,MOR,True,2000-06-06
12864797480,26844997379,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12864797480,14861249124,BARN,True,1947-06-12
12864797480,07831248801,BARN,True,1947-06-12
12864797480,28878498129,MOR,True,1984-07-28
12864797480,21857498248,MOR,True,1974-05-21
12864797480,05878197838,MOR,True,1981-07-05
12866596369,10836298298,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12866596369,27822949369,BARN,True,1965-06-12
12866596369,08843048855,BARN,True,1965-06-12
12866596369,21880098680,FAR,True,2000-08-21
12866596369,04918898293,FAR,True,1988-11-04
12866596369,12839799029,FAR,True,1997-03-12
12866596369,22829297942,FAR,True,1992-02-22
12866598965,01816299817,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12866598965,29862649344,BARN,True,1965-06-12
12866598965,21822849838,BARN,True,1965-06-12
12866598965,09878899730,FAR,True,1988-07-09
12866598965,13839999938,FAR,True,1999-03-13
12869497892,29899498176,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12869497892,08816696373,BARN,True,1994-06-12
12869497892,29906698666,BARN,True,1994-06-12
12869497892,27821898388,MOR,True,2018-02-27
12869497892,10841698806,MOR,True,2016-04-10
12869497892,08862099371,MOR,True,2020-06-08
12880398944,25848097112,BARN,True,2003-08-12
12880398944,12917898268,BARN,True,2003-08-12
12882249911,29902149439,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12882249911,02835399233,FAR,True,1953-03-02
12882249911,09905898628,FAR,True,1958-10-09
12882249911,31854798025,FAR,True,1947-05-31
12882249911,09895896931,FAR,True,1958-09-09
12889198875,18859497736,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12889198875,12836198326,BARN,True,1991-08-12
12889198875,02916198232,BARN,True,1991-08-12
12889198875,03831899092,MOR,True,2018-03-03
12890199877,06897299427,BARN,True,2001-09-12
12890199877,22857399130,BARN,True,2001-09-12
12900599445,28916797178,BARN,True,2005-10-12
12900599445,03816996693,BARN,True,2005-10-12
12901899698,06879099380,BARN,True,2018-10-12
12901899698,30918998876,BARN,True,2018-10-12
12903249372,28893548841,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12903249372,14840147941,BARN,True,1932-10-12
12903249372,07860449689,BARN,True,1932-10-12
12903249372,28886897776,FAR,True,1968-08-28
12903249372,15845696974,FAR,True,1956-04-15
12903249372,27846798388,FAR,True,1967-04-27
12903249372,24856697394,FAR,True,1966-05-24
12904998204,05834697345,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12904998204,15902348740,BARN,True,1949-10-12
12904998204,25902249403,BARN,True,1949-10-12
12904998204,06887197405,MOR,True,1971-08-06
12904998204,27867599490,MOR,True,1975-06-27
12904998204,23878298969,MOR,True,1982-07-23
12904998204,09837597274,MOR,True,1975-03-09
12904998204,24857699404,MOR,True,1976-05-24
12911099126,20857897731,BARN,True,2010-11-12
12911099126,04927898840,BARN,True,2010-11-12
12913349464,28853548962,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12913349464,27810549772,BARN,True,1933-11-12
12913349464,08920549293,BARN,True,1933-11-12
12913349464,24926498629,MOR,True,1964-12-24
12917498537,01867498458,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12917498537,15914697112,BARN,True,1974-11-12
12917498537,13914796290,BARN,True,1974-11-12
12923648370,12923948676,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
12923648370,11891048795,BARN,True,1936-12-12
12923648370,07830848899,BARN,True,1936-12-12
12923648370,10816696947,FAR,True,1966-01-10
12923648370,11856296972,FAR,True,1962-05-11
12923648370,19917197906,FAR,True,1971-11-19
13814896506,04825095832,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13814896506,28892349160,BARN,True,1948-01-13
13814896506,02832349235,BARN,True,1948-01-13
13814896506,19858297705,FAR,True,1982-05-19
13814896506,07857197040,FAR,True,1971-05-07
13814896506,16867696354,FAR,True,1976-06-16
13815896534,14865997419,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13815896534,28872648501,BARN,True,1958-01-13
13815896534,06872648249,BARN,True,1958-01-13
13815896534,22909398987,FAR,True,1993-10-22
13815896534,22828599120,FAR,True,1985-02-22
13817596961,27887396634,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13817596961,13834497144,BARN,True,1975-01-13
13817596961,23914597447,BARN,True,1975-01-13
13817596961,15850899336,FAR,True,2008-05-15
13817596961,29910198511,FAR,True,2001-11-29
13817596961,09861098084,FAR,True,2010-06-09
13818499773,11918299035,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13818499773,09886098186,BARN,True,1984-01-13
13818499773,11876097623,BARN,True,1984-01-13
13819598848,04899199303,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13819598848,03816897547,BARN,True,1995-01-13
13819598848,25846798490,BARN,True,1995-01-13
13819598848,21822098344,MOR,True,2020-02-21
13825895145,14905897072,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13825895145,08902147528,BARN,True,1958-02-13
13825895145,09832148625,BARN,True,1958-02-13
13825895145,20818398175,FAR,True,1983-01-20
13825895145,04898697792,FAR,True,1986-09-04
13825895145,08909496374,FAR,True,1994-10-08
13849098580,08876598656,BARN,True,1990-04-13
13849098580,16906497933,BARN,True,1990-04-13
13849098580,15838699259,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13857797919,19847998426,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13857797919,02834597155,BARN,True,1977-05-13
13857797919,19894397430,BARN,True,1977-05-13
13857797919,22841497000,FAR,True,2014-04-22
13857797919,30880197173,FAR,True,2001-08-30
13857797919,26890399311,FAR,True,2003-09-26
13858397620,17868196165,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13858397620,09925796333,BARN,True,1983-05-13
13858397620,04875894299,BARN,True,1983-05-13
13858397620,19880796537,MOR,True,2007-08-19
13858699260,10829097104,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13858699260,02915498186,BARN,True,1986-05-13
13858699260,30815398404,BARN,True,1986-05-13
13858699260,30841998800,MOR,True,2019-04-30
13860749909,17830749209,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13860749909,30903748709,FAR,True,1937-10-30
13860749909,31874199217,FAR,True,1941-07-31
13860749909,06873749243,FAR,True,1937-07-06
13860749909,29863149035,FAR,True,1931-06-29
13865098205,19874698701,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13865098205,07911749577,BARN,True,1950-06-13
13865098205,26821949644,BARN,True,1950-06-13
13865098205,21898199662,MOR,True,1981-09-21
13865098205,12847899830,MOR,True,1978-04-12
13865098205,16917599630,MOR,True,1975-11-16
13882648707,01832848820,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13882648707,06880249183,BARN,True,1926-08-13
13882648707,01920449057,BARN,True,1926-08-13
13882648707,10856496118,FAR,True,1964-05-10
13882648707,26865995961,FAR,True,1959-06-26
13882648707,18816197496,FAR,True,1961-01-18
13882648707,06835195307,FAR,True,1951-03-06
13882648707,10886397122,FAR,True,1963-08-10
13883549427,16883348528,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13883549427,20920949569,BARN,True,1935-08-13
13883549427,19890648846,BARN,True,1935-08-13
13883549427,09846696897,MOR,True,1966-04-09
13883549427,26865697162,MOR,True,1956-06-26
13883549427,04906798064,MOR,True,1967-10-04
13883549427,04837096672,MOR,True,1970-03-04
13883549427,13926398002,MOR,True,1963-12-13
13883549427,15826298445,MOR,True,1962-02-15
13883549427,25906196967,MOR,True,1961-10-25
13895899016,28875797141,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13895899016,23852149345,BARN,True,1958-09-13
13895899016,04852249272,BARN,True,1958-09-13
13895899016,09878299210,MOR,True,1982-07-09
13895899016,15919598007,MOR,True,1995-11-15
13895899016,15819099100,MOR,True,1990-01-15
13909199101,20829498295,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13909199101,25835997106,BARN,True,1991-10-13
13909199101,11815995017,BARN,True,1991-10-13
13909598049,09929498132,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13909598049,09886397345,BARN,True,1995-10-13
13909598049,09886296611,BARN,True,1995-10-13
13916896853,06886897160,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
13916896853,16823648964,BARN,True,1968-11-13
13916896853,29903748840,BARN,True,1968-11-13
14813248922,01903249443,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14813248922,22880647303,BARN,True,1932-01-14
14813248922,14830648659,BARN,True,1932-01-14
14813248922,31816597105,FAR,True,1965-01-31
14813248922,05836096683,FAR,True,1960-03-05
14813248922,12837096756,FAR,True,1970-03-12
14818299770,04828497206,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14818299770,01925596732,BARN,True,1982-01-14
14818299770,11895398693,BARN,True,1982-01-14
14818299770,10920698250,FAR,True,2006-12-10
14818299770,19881698474,FAR,True,2016-08-19
14818299770,19900799007,FAR,True,2007-10-19
14821299773,20857897731,BARN,True,2012-02-14
14821299773,04927898840,BARN,True,2012-02-14
14821697736,13879097929,BARN,True,2016-02-14
14821697736,22818996229,BARN,True,2016-02-14
14824099635,22863749925,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14824099635,10880349908,BARN,True,1940-02-14
14824099635,02840549634,BARN,True,1940-02-14
14824099635,11887198294,MOR,True,1971-08-11
14824099635,06906898487,MOR,True,1968-10-06
14824099635,30916298540,MOR,True,1962-11-30
14824099635,16867499893,MOR,True,1974-06-16
14829596009,13819297597,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14829596009,10886896595,BARN,True,1995-02-14
14829596009,29836995099,BARN,True,1995-02-14
14830448536,27890149052,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14830448536,19883548577,FAR,True,1935-08-19
14830448536,03922648572,FAR,True,1926-12-03
14830448536,15882849349,FAR,True,1928-08-15
14830448536,05853449786,FAR,True,1934-05-05
14831547600,06891148710,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14831547600,08884298394,MOR,True,1942-08-08
14839998164,12847496981,BARN,True,1999-03-14
14839998164,08827195260,BARN,True,1999-03-14
14859698515,04867496535,BARN,True,1996-05-14
14859698515,03827296685,BARN,True,1996-05-14
14863049491,16812649144,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14863049491,07920349131,BARN,True,1930-06-14
14863049491,06840549680,BARN,True,1930-06-14
14863049491,01855197584,MOR,True,1951-05-01
14863049491,04886496678,MOR,True,1964-08-04
14863049491,30836398846,MOR,True,1963-03-30
14863049491,07846096722,MOR,True,1960-04-07
14864098216,11923949501,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14864098216,01810948996,BARN,True,1940-06-14
14864098216,27870747824,BARN,True,1940-06-14
14864098216,23916897103,MOR,True,1968-11-23
14864098216,26826595956,MOR,True,1965-02-26
14864098216,12847496981,MOR,True,1974-04-12
14864098216,10867097118,MOR,True,1970-06-10
14864098216,10866198409,MOR,True,1961-06-10
14866894540,07836695288,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14866894540,04853648995,BARN,True,1968-06-14
14866894540,07854098262,BARN,True,1968-06-14
14866894540,30890398231,FAR,True,2003-09-30
14866894540,28899296437,FAR,True,1992-09-28
14872449184,29912249601,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
14872449184,27845998553,FAR,True,1959-04-27
14872449184,06834797214,FAR,True,1947-03-06
14872449184,18925797592,FAR,True,1957-12-18
14872449184,09915599459,FAR,True,1955-11-09
14872449184,28825998340,FAR,True,1959-02-28
